state,county,"2020","2021","2022","2023"
 Georgia,Habersham County,"46,142","46,748","47,465","48,757"
 Georgia,Hall County,"203,473","207,080","212,621","217,267"
 Georgia,Hancock County,"8,711","8,677","8,417","8,676"
 Georgia,Haralson County,"30,036","30,595","31,355","32,038"
 Georgia,Harris County,"34,898","35,589","36,257","36,654"
 Georgia,Hart County,"25,878","26,319","26,886","27,556"
 Georgia,Heard County,"11,444","11,532","11,716","12,034"
 Georgia,Henry County,"241,852","245,085","248,472","254,613"
 Georgia,Houston County,"164,356","167,228","169,775","171,974"
 Georgia,Irwin County,"9,647","9,369","9,114","9,120"
 Georgia,Jackson County,"76,731","80,374","84,009","88,615"
 Georgia,Jasper County,"14,662","15,263","15,979","16,455"
 Georgia,Jeff Davis County,"14,800","14,860","14,891","14,906"
 Georgia,Jefferson County,"15,676","15,476","15,294","15,183"
 Georgia,Jenkins County,"8,663","8,764","8,655","8,627"
 Georgia,Johnson County,"9,183","8,999","9,211","9,282"
 Georgia,Jones County,"28,402","28,406","28,512","28,969"
 Georgia,Lamar County,"18,549","18,697","19,473","20,401"
 Georgia,Lanier County,"9,929","10,051","10,177","10,452"
 Georgia,Laurens County,"49,535","49,524","49,710","49,941"
 Georgia,Lee County,"33,222","33,209","33,678","33,872"
 Georgia,Liberty County,"65,317","66,800","67,919","69,210"
 Georgia,Lincoln County,"7,702","7,749","7,859","7,879"
 Georgia,Long County,"16,270","17,108","18,395","19,594"
 Georgia,Lowndes County,"118,416","118,916","119,499","120,712"
 Georgia,Lumpkin County,"33,641","32,843","34,706","35,258"
 Georgia,McDuffie County,"21,607","21,619","21,690","21,799"
 Georgia,McIntosh County,"10,985","11,054","11,183","11,501"
 Georgia,Macon County,"12,021","11,852","11,777","11,817"
 Georgia,Madison County,"30,276","30,887","31,450","32,191"
 Georgia,Marion County,"7,530","7,434","7,436","7,440"
 Georgia,Meriwether County,"20,617","20,725","20,890","20,931"
 Georgia,Miller County,"5,992","5,853","5,774","5,747"
 Georgia,Mitchell County,"21,671","21,318","21,192","21,114"
 Georgia,Monroe County,"28,057","28,753","29,469","30,625"
 Georgia,Montgomery County,"8,576","8,646","8,643","8,761"
 Georgia,Morgan County,"20,201","20,650","21,024","21,460"
 Georgia,Murray County,"40,012","39,975","40,410","41,035"
 Georgia,Muscogee County,"207,006","205,060","202,432","201,877"
 Georgia,Newton County,"112,890","115,341","117,752","120,135"
 Georgia,Oconee County,"42,016","43,034","43,624","44,182"
 Georgia,Oglethorpe County,"14,869","15,187","15,531","15,754"
 Georgia,Paulding County,"169,580","173,989","178,753","183,164"
 Georgia,Peach County,"28,036","28,245","28,486","28,805"
 Georgia,Pickens County,"33,337","34,021","34,825","35,969"
 Georgia,Pierce County,"19,747","19,975","20,190","20,425"
 Georgia,Pike County,"18,946","19,540","19,955","20,461"
 Georgia,Polk County,"42,924","43,316","43,669","44,223"
 Georgia,Pulaski County,"9,870","9,570","9,963","10,095"
 Georgia,Putnam County,"22,170","22,614","22,933","23,129"
 Georgia,Quitman County,"2,227","2,242","2,259","2,280"
 Georgia,Rabun County,"16,912","17,120","17,267","17,442"
 Georgia,Randolph County,"6,368","6,263","6,126","6,078"
 Georgia,Richmond County,"206,524","205,274","206,344","205,414"
 Georgia,Rockdale County,"93,611","93,888","94,945","95,987"
 Georgia,Schley County,"4,536","4,486","4,497","4,526"
 Georgia,Screven County,"14,077","14,062","13,970","14,174"
 Georgia,Seminole County,"9,133","9,162","9,144","9,092"
 Georgia,Spalding County,"67,471","67,765","69,008","69,946"
 Georgia,Stephens County,"26,818","26,765","26,746","27,228"
 Georgia,Stewart County,"5,303","4,915","4,604","4,674"
 Georgia,Sumter County,"29,520","28,981","28,864","28,890"
 Georgia,Talbot County,"5,726","5,755","5,757","5,718"
 Georgia,Taliaferro County,"1,559","1,569","1,608","1,609"
 Georgia,Tattnall County,"24,321","24,092","23,988","24,296"
 Georgia,Taylor County,"7,818","7,769","7,762","7,758"
 Georgia,Telfair County,"12,465","12,317","12,378","10,920"
 Georgia,Terrell County,"9,140","8,924","8,792","8,718"
 Georgia,Thomas County,"45,775","45,818","45,551","45,649"
 Georgia,Tift County,"41,387","41,082","41,335","41,554"
 Georgia,Toombs County,"27,078","26,847","26,813","27,040"
 Georgia,Towns County,"12,547","12,880","12,961","13,035"
 Georgia,Treutlen County,"6,397","6,365","6,359","6,341"
 Georgia,Troup County,"69,333","69,518","70,247","70,742"
 Georgia,Turner County,"8,986","8,919","8,836","8,909"
 Georgia,Twiggs County,"8,013","7,881","7,676","7,691"
 Georgia,Union County,"24,802","25,552","26,390","27,124"
 Georgia,Upson County,"27,745","27,689","28,093","28,263"
 Georgia,Walker County,"67,738","68,417","68,965","69,489"
 Georgia,Walton County,"97,158","99,814","103,064","106,702"
 Georgia,Ware County,"36,229","35,545","35,597","36,243"
 Georgia,Warren County,"5,207","5,208","5,157","5,106"
 Georgia,Washington County,"19,952","19,758","19,765","19,820"
 Georgia,Wayne County,"30,142","30,220","30,737","31,373"
 Georgia,Webster County,"2,351","2,362","2,337","2,337"
 Georgia,Wheeler County,"7,449","7,737","7,310","7,081"
 Georgia,White County,"28,108","28,389","28,804","29,026"
 Georgia,Whitfield County,"102,784","102,712","103,095","103,687"
 Georgia,Wilcox County,"8,787","8,737","8,751","8,779"
 Georgia,Wilkes County,"9,552","9,489","9,565","9,518"
 Georgia,Wilkinson County,"8,833","8,786","8,677","8,725"
 Georgia,Worth County,"20,732","20,565","20,431","20,273"
 Hawaii,Hawaii County,"200,744","203,875","206,348","207,615"
 Hawaii,Honolulu County,"1,012,399","1,004,163","994,828","989,408"
 Hawaii,Kalawao County,80,81,81,81
 Hawaii,Kauai County,"73,190","73,829","73,783","73,851"
 Hawaii,Maui County,"164,768","164,797","164,359","164,183"
 Idaho,Ada County,"498,278","513,025","519,004","524,673"
 Idaho,Adams County,"4,428","4,623","4,791","4,903"
 Idaho,Bannock County,"87,276","88,515","89,625","90,400"
 Idaho,Bear Lake County,"6,367","6,567","6,730","6,766"
 Idaho,Benewah County,"9,576","9,895","10,291","10,369"
 Idaho,Bingham County,"48,097","48,929","49,973","50,395"
 Idaho,Blaine County,"24,348","24,782","24,901","25,041"
 Idaho,Boise County,"7,664","8,133","8,360","8,517"
 Idaho,Bonner County,"47,403","49,633","51,407","52,547"
 Idaho,Bonneville County,"124,737","128,064","129,543","131,366"
 Idaho,Boundary County,"12,139","12,620","13,272","13,557"
 Idaho,Butte County,"2,584","2,666","2,698","2,758"
 Idaho,Camas County,"1,084","1,137","1,169","1,232"
 Idaho,Canyon County,"233,013","243,710","250,892","257,674"
 Idaho,Caribou County,"7,013","7,109","7,200","7,219"
 Idaho,Cassia County,"24,760","25,244","25,644","25,696"
 Idaho,Clark County,792,793,810,801
 Idaho,Clearwater County,"8,750","8,925","9,035","9,214"
 Idaho,Custer County,"4,271","4,446","4,518","4,523"
 Idaho,Elmore County,"28,669","28,978","29,391","29,724"
 Idaho,Franklin County,"14,282","14,670","15,170","15,494"
 Idaho,Fremont County,"13,419","13,591","14,017","14,196"
 Idaho,Gem County,"19,272","19,802","20,454","21,071"
 Idaho,Gooding County,"15,649","15,793","15,879","16,061"
 Idaho,Idaho County,"16,594","17,059","17,637","17,890"
 Idaho,Jefferson County,"31,080","32,201","33,336","34,198"
 Idaho,Jerome County,"24,270","24,738","25,244","25,479"
 Idaho,Kootenai County,"172,785","180,058","183,290","185,010"
 Idaho,Latah County,"39,638","40,400","40,924","41,301"
 Idaho,Lemhi County,"7,962","8,160","8,284","8,441"
 Idaho,Lewis County,"3,527","3,690","3,725","3,739"
 Idaho,Lincoln County,"5,134","5,285","5,385","5,450"
 Idaho,Madison County,"52,928","54,092","54,958","54,547"
 Idaho,Minidoka County,"21,668","21,944","22,208","22,480"
 Idaho,Nez Perce County,"42,145","42,500","42,909","42,987"
 Idaho,Oneida County,"4,566","4,605","4,740","4,953"
 Idaho,Owyhee County,"11,996","12,356","12,645","12,722"
 Idaho,Payette County,"25,590","26,386","26,929","27,279"
 Idaho,Power County,"7,879","7,975","8,136","8,253"
 Idaho,Shoshone County,"13,199","13,615","13,935","14,026"
 Idaho,Teton County,"11,735","12,273","12,519","12,549"
 Idaho,Twin Falls County,"90,372","92,394","93,821","95,156"
 Idaho,Valley County,"11,842","12,256","12,450","12,644"
 Idaho,Washington County,"10,558","10,900","11,147","11,425"
 Illinois,Adams County,"65,614","65,064","64,556","64,441"
 Illinois,Alexander County,"5,169","5,025","4,841","4,695"
 Illinois,Bond County,"16,684","16,623","16,536","16,450"
 Illinois,Boone County,"53,343","53,173","53,068","53,202"
 Illinois,Brown County,"6,227","6,432","6,316","6,294"
 Illinois,Bureau County,"33,191","32,959","32,827","32,729"
 Illinois,Calhoun County,"4,407","4,395","4,353","4,317"
 Illinois,Carroll County,"15,672","15,702","15,579","15,526"
 Illinois,Cass County,"12,991","12,790","12,638","12,596"
 Illinois,Champaign County,"205,654","206,605","206,169","205,644"
 Illinois,Christian County,"33,960","33,703","33,390","33,228"
 Illinois,Clark County,"15,429","15,352","15,160","15,088"
 Illinois,Clay County,"13,273","13,163","13,077","12,999"
 Illinois,Clinton County,"36,901","36,882","36,937","36,785"
 Illinois,Coles County,"46,760","46,802","46,346","46,060"
 Illinois,Cook County,"5,263,608","5,180,919","5,111,566","5,087,072"
 Illinois,Crawford County,"18,651","18,684","18,495","18,300"
 Illinois,Cumberland County,"10,433","10,352","10,308","10,261"
 Illinois,DeKalb County,"100,269","100,482","100,223","100,288"
 Illinois,De Witt County,"15,461","15,403","15,365","15,365"
 Illinois,Douglas County,"19,764","19,694","19,667","19,629"
 Illinois,DuPage County,"931,317","926,848","921,664","921,213"
 Illinois,Edgar County,"16,786","16,576","16,385","16,334"
 Illinois,Edwards County,"6,208","6,084","6,058","5,968"
 Illinois,Effingham County,"34,703","34,508","34,300","34,331"
 Illinois,Fayette County,"21,490","21,438","21,270","21,164"
 Illinois,Ford County,"13,513","13,479","13,256","13,250"
 Illinois,Franklin County,"37,697","37,459","37,215","37,138"
 Illinois,Fulton County,"33,487","33,275","32,935","32,541"
 Illinois,Gallatin County,"4,935","4,895","4,823","4,670"
 Illinois,Greene County,"11,936","11,847","11,640","11,543"
 Illinois,Grundy County,"52,516","52,959","53,149","53,578"
 Illinois,Hamilton County,"7,999","7,913","7,981","7,911"
 Illinois,Hancock County,"17,543","17,376","17,254","17,186"
 Illinois,Hardin County,"3,642","3,635","3,572","3,569"
 Illinois,Henderson County,"6,335","6,306","6,168","6,088"
 Illinois,Henry County,"49,167","48,911","48,596","48,448"
 Illinois,Iroquois County,"26,984","26,775","26,493","26,136"
 Illinois,Jackson County,"52,891","52,604","52,477","52,141"
 Illinois,Jasper County,"9,241","9,193","9,172","9,144"
 Illinois,Jefferson County,"36,995","36,889","36,419","36,320"
 Illinois,Jersey County,"21,494","21,349","21,191","21,091"
 Illinois,Jo Daviess County,"22,057","21,972","21,845","21,756"
 Illinois,Johnson County,"13,318","13,472","13,391","13,326"
 Illinois,Kane County,"516,181","516,292","514,139","514,982"
 Illinois,Kankakee County,"107,264","106,605","105,998","105,940"
 Illinois,Kendall County,"132,355","135,015","137,494","139,976"
 Illinois,Knox County,"49,790","49,310","48,620","48,411"
 Illinois,Lake County,"713,281","712,570","709,899","708,760"
 Illinois,LaSalle County,"109,410","109,160","108,181","108,309"
 Illinois,Lawrence County,"15,268","15,228","14,891","14,813"
 Illinois,Lee County,"34,062","34,195","33,938","33,654"
 Illinois,Livingston County,"35,792","35,769","35,517","35,320"
 Illinois,Logan County,"27,912","27,979","27,666","27,590"
 Illinois,McDonough County,"27,100","26,880","26,914","26,839"
 Illinois,McHenry County,"309,882","311,543","311,558","312,800"
 Illinois,McLean County,"170,949","171,109","170,918","170,441"
 Illinois,Macon County,"103,752","102,597","101,333","100,591"
 Illinois,Macoupin County,"44,856","44,492","44,123","44,018"
 Illinois,Madison County,"265,643","264,867","263,572","262,752"
 Illinois,Marion County,"37,652","37,379","36,905","36,673"
 Illinois,Marshall County,"11,717","11,668","11,671","11,683"
 Illinois,Mason County,"13,058","12,830","12,699","12,523"
 Illinois,Massac County,"14,133","13,946","13,827","13,661"
 Illinois,Menard County,"12,270","12,167","12,072","11,954"
 Illinois,Mercer County,"15,632","15,580","15,533","15,487"
 Illinois,Monroe County,"34,953","35,004","35,001","34,957"
 Illinois,Montgomery County,"28,202","28,082","27,901","27,663"
 Illinois,Morgan County,"32,845","32,646","32,298","32,140"
 Illinois,Moultrie County,"14,481","14,561","14,375","14,342"
 Illinois,Ogle County,"51,692","51,464","51,345","51,265"
 Illinois,Peoria County,"181,319","179,638","178,000","177,513"
 Illinois,Perry County,"20,886","21,014","20,512","20,503"
 Illinois,Piatt County,"16,681","16,757","16,675","16,714"
 Illinois,Pike County,"14,640","14,621","14,499","14,342"
 Illinois,Pope County,"3,754","3,758","3,746","3,707"
 Illinois,Pulaski County,"5,160","5,075","4,950","4,911"
 Illinois,Putnam County,"5,630","5,588","5,553","5,561"
 Illinois,Randolph County,"30,090","30,204","30,026","29,815"
 Illinois,Richland County,"15,790","15,767","15,555","15,488"
 Illinois,Rock Island County,"144,360","142,923","141,559","141,236"
 Illinois,St. Clair County,"256,844","254,958","252,265","251,018"
 Illinois,Saline County,"23,690","23,316","23,052","22,873"
 Illinois,Sangamon County,"196,144","195,371","194,151","193,491"
 Illinois,Schuyler County,"6,868","6,831","6,753","6,733"
 Illinois,Scott County,"4,941","4,849","4,771","4,710"
 Illinois,Shelby County,"20,919","20,862","20,710","20,568"
 Illinois,Stark County,"5,382","5,284","5,313","5,218"
 Illinois,Stephenson County,"44,503","44,062","43,556","43,105"
 Illinois,Tazewell County,"131,086","130,412","129,610","129,541"
 Illinois,Union County,"17,184","16,921","16,772","16,667"
 Illinois,Vermilion County,"74,009","73,164","72,103","71,652"
 Illinois,Wabash County,"11,318","11,208","11,040","10,942"
 Illinois,Warren County,"16,821","16,585","16,360","16,185"
 Illinois,Washington County,"13,723","13,640","13,623","13,536"
 Illinois,Wayne County,"16,126","15,956","15,843","15,761"
 Illinois,White County,"13,808","13,758","13,595","13,401"
 Illinois,Whiteside County,"55,565","55,302","54,555","54,498"
 Illinois,Will County,"696,826","699,176","698,046","700,728"
 Illinois,Williamson County,"67,114","66,883","66,544","66,706"
 Illinois,Winnebago County,"284,916","283,333","281,542","280,922"
 Illinois,Woodford County,"38,413","38,220","38,177","38,285"
 Indiana,Adams County,"35,849","35,991","36,151","36,288"
 Indiana,Allen County,"386,103","389,163","391,644","394,545"
 Indiana,Bartholomew County,"82,218","82,729","83,394","84,003"
 Indiana,Benton County,"8,715","8,686","8,672","8,729"
 Indiana,Blackford County,"12,105","12,041","11,919","11,893"
 Indiana,Boone County,"71,137","73,080","74,309","76,120"
 Indiana,Brown County,"15,485","15,592","15,587","15,653"
 Indiana,Carroll County,"20,339","20,525","20,514","20,525"
 Indiana,Cass County,"37,786","37,558","37,537","37,666"
 Indiana,Clark County,"121,360","122,895","124,222","125,467"
 Indiana,Clay County,"26,427","26,394","26,410","26,460"
 Indiana,Clinton County,"33,178","32,983","32,769","32,730"
 Indiana,Crawford County,"10,524","10,491","10,517","10,438"
 Indiana,Daviess County,"33,357","33,396","33,496","33,656"
 Indiana,Dearborn County,"50,750","50,875","50,900","51,215"
 Indiana,Decatur County,"26,474","26,353","26,454","26,399"
 Indiana,DeKalb County,"43,292","43,395","43,813","44,198"
 Indiana,Delaware County,"111,762","112,057","112,163","112,321"
 Indiana,Dubois County,"43,642","43,565","43,492","43,546"
 Indiana,Elkhart County,"206,991","207,054","206,873","206,409"
 Indiana,Fayette County,"23,359","23,381","23,389","23,362"
 Indiana,Floyd County,"80,519","80,595","80,621","80,809"
 Indiana,Fountain County,"16,492","16,480","16,620","16,731"
 Indiana,Franklin County,"22,788","22,889","23,083","23,096"
